Date,Time,Currency,Event,Impact,Actual,Forecast,Previous,Combined DateTime
2022-01-02,All Day,NZD,Bank Holiday,Low,,,,2022-01-02 00:00:00
2022-01-02,All Day,AUD,Bank Holiday,Low,,,,2022-01-02 00:00:00
2022-01-02,All Day,JPY,Bank Holiday,Low,,,,2022-01-02 00:00:00
2022-01-02,All Day,CNY,Bank Holiday,Low,,,,2022-01-02 00:00:00
2022-01-03,All Day,EUR,Italian Bank Holiday,Low,,,,2022-01-03 00:00:00
2022-01-03,All Day,GBP,Bank Holiday,Low,,,,2022-01-03 00:00:00
2022-01-03,3:15am,EUR,Spanish Manufacturing PMI,Non-economic,56.2,56.3,57.1,2022-01-03 03:15:00
2022-01-03,3:30am,CHF,Manufacturing PMI,Non-economic,62.7,61.2,62.5,2022-01-03 03:30:00
2022-01-03,3:45am,EUR,Italian Manufacturing PMI,Non-economic,62.0,61.6,62.8,2022-01-03 03:45:00
2022-01-03,3:50am,EUR,French Final Manufacturing PMI,Non-economic,55.6,54.9,54.9,2022-01-03 03:50:00
2022-01-03,3:55am,EUR,German Final Manufacturing PMI,Non-economic,57.4,57.9,57.9,2022-01-03 03:55:00
2022-01-03,4:00am,EUR,Final Manufacturing PMI,Non-economic,58.0,58.0,58.0,2022-01-03 04:00:00
2022-01-03,All Day,CAD,Bank Holiday,Low,,,,2022-01-03 00:00:00
2022-01-03,All Day,USD,Bank Holiday,Low,,,,2022-01-03 00:00:00
2022-01-03,9:45am,USD,Final Manufacturing PMI,Non-economic,57.7,57.7,57.8,2022-01-03 09:45:00
2022-01-03,10:00am,USD,Construction Spending m/m,Non-economic,0.4%,0.8%,0.4%,2022-01-03 10:00:00
2022-01-03,All Day,NZD,Bank Holiday,Low,,,,2022-01-03 00:00:00
2022-01-03,7:01pm,GBP,BRC Shop Price Index y/y,Non-economic,0.8%,,0.3%,2022-01-03 19:01:00
2022-01-03,7:30pm,JPY,Final Manufacturing PMI,Non-economic,54.3,54.3,54.2,2022-01-03 19:30:00
2022-01-03,8:45pm,CNY,RatingDog Manufacturing PMI,Non-economic,50.9,50.1,49.9,2022-01-03 20:45:00
2022-01-04,12:30am,AUD,Commodity Prices y/y,Non-economic,25.7%,,36.7%,2022-01-04 00:30:00
2022-01-04,2:00am,EUR,German Retail Sales m/m,Non-economic,0.6%,-0.2%,0.5%,2022-01-04 02:00:00
2022-01-04,2:30am,CHF,CPI m/m,Non-economic,-0.1%,-0.1%,0.0%,2022-01-04 02:30:00
2022-01-04,2:45am,EUR,French Prelim CPI m/m,Non-economic,0.2%,0.3%,0.4%,2022-01-04 02:45:00
2022-01-04,3:02am,EUR,Spanish Unemployment Change,Medium,-76.8K,-32.5K,-74.4K,2022-01-04 03:02:00
2022-01-04,3:55am,EUR,German Unemployment Change,Non-economic,-23K,-15K,-34K,2022-01-04 03:55:00
2022-01-04,4:30am,GBP,Final Manufacturing PMI,Non-economic,57.9,57.6,57.6,2022-01-04 04:30:00
2022-01-04,4:30am,GBP,M4 Money Supply m/m,Non-economic,0.7%,0.5%,0.6%,2022-01-04 04:30:00
2022-01-04,4:30am,GBP,Mortgage Approvals,Non-economic,67K,66K,67K,2022-01-04 04:30:00
2022-01-04,4:32am,GBP,Net Lending to Individuals m/m,Non-economic,4.9B,3.9B,2.0B,2022-01-04 04:32:00
2022-01-04,All Day,All,OPEC-JMMC Meetings,High,,,,2022-01-04 00:00:00
2022-01-04,8:30am,CAD,IPPI m/m,Non-economic,0.8%,0.9%,1.3%,2022-01-04 08:30:00
2022-01-04,8:30am,CAD,RMPI m/m,Non-economic,-1.0%,0.0%,4.8%,2022-01-04 08:30:00
2022-01-04,9:30am,CAD,Manufacturing PMI,Non-economic,56.5,,57.2,2022-01-04 09:30:00
2022-01-04,9:34am,NZD,GDT Price Index,Non-economic,0.3%,,-1.5%,2022-01-04 09:34:00
2022-01-04,10:00am,USD,ISM Manufacturing PMI,High,58.7,60.0,61.1,2022-01-04 10:00:00
2022-01-04,10:00am,USD,JOLTS Job Openings,High,10.56M,11.06M,11.09M,2022-01-04 10:00:00
2022-01-04,10:00am,USD,ISM Manufacturing Prices,Non-economic,68.2,79.3,82.4,2022-01-04 10:00:00
2022-01-04,All Day,USD,Wards Total Vehicle Sales,Non-economic,12.4M,13.1M,12.9M,2022-01-04 00:00:00
2022-01-04,4:30pm,USD,API Weekly Statistical Bulletin,Non-economic,,,,2022-01-04 16:30:00
2022-01-04,6:50pm,JPY,Monetary Base y/y,Non-economic,8.3%,9.5%,9.3%,2022-01-04 18:50:00
2022-01-04,7:30pm,AUD,ANZ Job Advertisements m/m,Non-economic,-5.5%,,9.9%,2022-01-04 19:30:00
2022-01-04,10:35pm,JPY,10-y Bond Auction,Non-economic,0.10|3.5,,0.06|3.2,2022-01-04 22:35:00
2022-01-05,12:00am,JPY,Consumer Confidence,Non-economic,39.1,39.8,39.2,2022-01-05 00:00:00
2022-01-05,3:15am,EUR,Spanish Services PMI,Non-economic,55.8,57.3,59.8,2022-01-05 03:15:00
2022-01-05,3:45am,EUR,Italian Services PMI,Non-economic,53.0,53.9,55.9,2022-01-05 03:45:00
2022-01-05,3:50am,EUR,French Final Services PMI,Non-economic,57.0,57.1,57.1,2022-01-05 03:50:00
2022-01-05,3:55am,EUR,German Final Services PMI,Non-economic,48.7,48.4,48.4,2022-01-05 03:55:00
2022-01-05,4:00am,EUR,Final Services PMI,Non-economic,53.1,53.3,53.3,2022-01-05 04:00:00
2022-01-05,5:00am,EUR,Italian Prelim CPI m/m,Non-economic,0.4%,0.3%,0.6%,2022-01-05 05:00:00
2022-01-05,5:33am,EUR,German 10-y Bond Auction,Non-economic,-0.09|1.5,,-0.38|1.3,2022-01-05 05:33:00
2022-01-05,8:15am,USD,ADP Non-Farm Employment Change,High,807K,405K,505K,2022-01-05 08:15:00
2022-01-05,8:30am,CAD,Building Permits m/m,Medium,6.8%,2.1%,2.4%,2022-01-05 08:30:00
2022-01-05,8:30am,CAD,NHPI m/m,Non-economic,0.8%,0.7%,0.9%,2022-01-05 08:30:00
2022-01-05,9:45am,USD,Final Services PMI,Non-economic,57.6,57.5,57.5,2022-01-05 09:45:00
2022-01-05,10:30am,USD,Crude Oil Inventories,Non-economic,-2.1M,-3.5M,-3.6M,2022-01-05 10:30:00
2022-01-05,2:00pm,USD,FOMC Meeting Minutes,High,,,,2022-01-05 14:00:00
2022-01-05,8:45pm,CNY,RatingDog Services PMI,Non-economic,53.1,51.9,52.1,2022-01-05 20:45:00
2022-01-06,2:00am,EUR,German Factory Orders m/m,Non-economic,3.7%,2.1%,-5.8%,2022-01-06 02:00:00
2022-01-06,All Day,EUR,Italian Bank Holiday,Low,,,,2022-01-06 00:00:00
2022-01-06,All Day,EUR,German Prelim CPI m/m,Non-economic,0.5%,0.4%,-0.2%,2022-01-06 00:00:00
2022-01-06,4:30am,GBP,Final Services PMI,Non-economic,53.6,53.2,53.2,2022-01-06 04:30:00
2022-01-06,5:00am,EUR,PPI m/m,Non-economic,1.8%,1.1%,5.4%,2022-01-06 05:00:00
2022-01-06,5:07am,EUR,French 10-y Bond Auction,Non-economic,0.30|2.1,,-0.19|2.7,2022-01-06 05:07:00
2022-01-06,7:30am,USD,Challenger Job Cuts y/y,Non-economic,-75.3%,,-77.0%,2022-01-06 07:30:00
2022-01-06,8:30am,CAD,Trade Balance,Non-economic,3.1B,2.1B,2.3B,2022-01-06 08:30:00
2022-01-06,8:30am,USD,Unemployment Claims,Medium,207K,199K,200K,2022-01-06 08:30:00
2022-01-06,8:30am,USD,Trade Balance,Non-economic,-80.2B,-80.5B,-67.2B,2022-01-06 08:30:00
2022-01-06,10:00am,USD,ISM Services PMI,High,62.0,67.0,69.1,2022-01-06 10:00:00
2022-01-06,10:00am,USD,Factory Orders m/m,Non-economic,1.6%,1.5%,1.2%,2022-01-06 10:00:00
2022-01-06,10:30am,USD,Natural Gas Storage,Non-economic,-31B,-55B,-136B,2022-01-06 10:30:00
2022-01-06,6:30pm,JPY,Average Cash Earnings y/y,Non-economic,0.0%,0.5%,0.2%,2022-01-06 18:30:00
2022-01-06,6:30pm,JPY,Household Spending y/y,Non-economic,-1.3%,1.3%,-0.6%,2022-01-06 18:30:00
2022-01-06,6:30pm,JPY,Tokyo Core CPI y/y,Non-economic,0.5%,0.5%,0.3%,2022-01-06 18:30:00
2022-01-06,10:35pm,JPY,30-y Bond Auction,Non-economic,0.72|3.6,,0.67|3.2,2022-01-06 22:35:00
2022-01-07,1:45am,CHF,Unemployment Rate,Non-economic,2.4%,2.5%,2.5%,2022-01-07 01:45:00
2022-01-07,2:00am,EUR,German Industrial Production m/m,Non-economic,-0.2%,1.1%,2.4%,2022-01-07 02:00:00
2022-01-07,2:00am,EUR,German Trade Balance,Non-economic,10.9B,12.7B,12.4B,2022-01-07 02:00:00
2022-01-07,2:00am,GBP,Halifax HPI m/m,Non-economic,1.1%,1.1%,1.1%,2022-01-07 02:00:00
2022-01-07,2:30am,CHF,Retail Sales y/y,Non-economic,5.8%,0.8%,2.2%,2022-01-07 02:30:00
2022-01-07,2:45am,EUR,French Consumer Spending m/m,Non-economic,0.8%,0.5%,-0.6%,2022-01-07 02:45:00
2022-01-07,2:45am,EUR,French Industrial Production m/m,Non-economic,-0.4%,0.5%,0.9%,2022-01-07 02:45:00
2022-01-07,2:45am,EUR,French Trade Balance,Non-economic,-9.7B,-7.2B,-7.7B,2022-01-07 02:45:00
2022-01-07,3:00am,CHF,Foreign Currency Reserves,Non-economic,945B,,922B,2022-01-07 03:00:00
2022-01-07,4:30am,GBP,Construction PMI,Non-economic,54.3,53.9,55.5,2022-01-07 04:30:00
2022-01-07,4:30am,GBP,Housing Equity Withdrawal q/q,Non-economic,-7.1B,3.8B,6.1B,2022-01-07 04:30:00
2022-01-07,5:00am,EUR,Core CPI Flash Estimate y/y,Non-economic,2.6%,2.5%,2.6%,2022-01-07 05:00:00
2022-01-07,5:00am,EUR,CPI Flash Estimate y/y,Non-economic,5.0%,4.8%,4.9%,2022-01-07 05:00:00
2022-01-07,5:00am,EUR,Retail Sales m/m,Non-economic,1.0%,-0.4%,0.3%,2022-01-07 05:00:00
2022-01-07,8:30am,CAD,Employment Change,High,54.7K,24.5K,153.7K,2022-01-07 08:30:00
2022-01-07,8:30am,CAD,Unemployment Rate,High,5.9%,6.0%,6.0%,2022-01-07 08:30:00
2022-01-07,8:30am,USD,Average Hourly Earnings m/m,High,0.6%,0.4%,0.4%,2022-01-07 08:30:00
2022-01-07,8:30am,USD,Non-Farm Employment Change,High,199K,426K,249K,2022-01-07 08:30:00
2022-01-07,8:30am,USD,Unemployment Rate,High,3.9%,4.1%,4.2%,2022-01-07 08:30:00
2022-01-07,10:00am,CAD,Ivey PMI,Medium,45.0,64.3,61.2,2022-01-07 10:00:00
2022-01-07,12:15pm,GBP,MPC Member Mann Speaks,Non-economic,,,,2022-01-07 12:15:00
2022-01-07,3:00pm,USD,Consumer Credit m/m,Non-economic,40.0B,19.9B,16.0B,2022-01-07 15:00:00
2022-01-08,10:00am,GBP,MPC Member Mann Speaks,Non-economic,,,,2022-01-08 10:00:00
2022-01-08,12:15pm,GBP,MPC Member Mann Speaks,Non-economic,,,,2022-01-08 12:15:00
2022-01-09,7:00pm,AUD,MI Inflation Gauge m/m,Non-economic,0.2%,,0.3%,2022-01-09 19:00:00
2022-01-09,All Day,JPY,Bank Holiday,Low,,,,2022-01-09 00:00:00
2022-01-09,7:30pm,AUD,Building Approvals m/m,Non-economic,3.6%,3.2%,-13.6%,2022-01-09 19:30:00
2022-01-10,4:00am,EUR,Italian Monthly Unemployment Rate,Non-economic,9.2%,9.3%,9.4%,2022-01-10 04:00:00
2022-01-10,4:30am,EUR,Sentix Investor Confidence,Non-economic,14.9,12.6,13.5,2022-01-10 04:30:00
2022-01-10,5:00am,EUR,Unemployment Rate,Non-economic,7.2%,7.2%,7.3%,2022-01-10 05:00:00
2022-01-10,10:00am,USD,Final Wholesale Inventories m/m,Non-economic,1.4%,1.2%,1.2%,2022-01-10 10:00:00
2022-01-10,7:01pm,GBP,BRC Retail Sales Monitor y/y,Non-economic,0.6%,0.3%,1.8%,2022-01-10 19:01:00
2022-01-10,7:30pm,AUD,Goods Trade Balance,Non-economic,9.42B,10.50B,10.78B,2022-01-10 19:30:00
2022-01-10,7:30pm,AUD,Retail Sales m/m,Non-economic,7.3%,3.5%,4.9%,2022-01-10 19:30:00
2022-01-11,12:00am,JPY,Leading Indicators,Non-economic,103.0%,102.9%,101.5%,2022-01-11 00:00:00
2022-01-11,4:00am,EUR,Italian Retail Sales m/m,Non-economic,-0.4%,0.3%,0.2%,2022-01-11 04:00:00
2022-01-11,5:20am,EUR,ECB President Lagarde Speaks,Medium,,,,2022-01-11 05:20:00
2022-01-11,5:50am,USD,NFIB Small Business Index,Non-economic,98.9,98.6,98.4,2022-01-11 05:50:00
2022-01-11,9:12am,USD,FOMC Member Mester Speaks,Non-economic,,,,2022-01-11 09:12:00
2022-01-11,9:30am,USD,FOMC Member George Speaks,Non-economic,,,,2022-01-11 09:30:00
2022-01-11,10:00am,USD,Fed Chairman Powell Testifies,High,,,,2022-01-11 10:00:00
2022-01-11,10:00am,USD,RCM/TIPP Economic Optimism,Non-economic,44.7,50.2,48.4,2022-01-11 10:00:00
2022-01-11,4:30pm,USD,API Weekly Statistical Bulletin,Non-economic,,,,2022-01-11 16:30:00
2022-01-11,6:50pm,JPY,Bank Lending y/y,Non-economic,0.6%,0.7%,0.6%,2022-01-11 18:50:00
2022-01-11,6:50pm,JPY,Current Account,Non-economic,1.37T,1.05T,1.03T,2022-01-11 18:50:00
2022-01-11,7:00pm,NZD,ANZ Commodity Prices m/m,Non-economic,-0.2%,,2.8%,2022-01-11 19:00:00
2022-01-11,8:30pm,CNY,CPI y/y,Non-economic,1.5%,1.7%,2.3%,2022-01-11 20:30:00
2022-01-11,8:30pm,CNY,PPI y/y,Non-economic,10.3%,11.3%,12.9%,2022-01-11 20:30:00
2022-01-12,12:00am,JPY,Economy Watchers Sentiment,Non-economic,56.4,56.2,56.3,2022-01-12 00:00:00
2022-01-12,2:00am,EUR,German WPI m/m,Non-economic,0.2%,1.2%,1.3%,2022-01-12 02:00:00
2022-01-12,3:30am,CNY,M2 Money Supply y/y,Non-economic,9.0%,8.6%,8.5%,2022-01-12 03:30:00
2022-01-12,3:30am,CNY,New Loans,Non-economic,1130B,1250B,1270B,2022-01-12 03:30:00
2022-01-12,5:00am,EUR,Industrial Production m/m,Non-economic,2.3%,0.1%,-1.3%,2022-01-12 05:00:00
2022-01-12,5:35am,EUR,German 30-y Bond Auction,Non-economic,0.28|1.1,,0.08|1.1,2022-01-12 05:35:00
2022-01-12,8:30am,USD,Core CPI m/m,High,0.6%,0.5%,0.5%,2022-01-12 08:30:00
2022-01-12,8:30am,USD,CPI m/m,High,0.5%,0.4%,0.8%,2022-01-12 08:30:00
2022-01-12,8:30am,USD,CPI y/y,High,7.0%,7.0%,6.8%,2022-01-12 08:30:00
2022-01-12,9:15am,GBP,MPC Member Cunliffe Speaks,Non-economic,,,,2022-01-12 09:15:00
2022-01-12,10:30am,USD,Crude Oil Inventories,Medium,-4.6M,-2.1M,-2.1M,2022-01-12 10:30:00
2022-01-12,1:01pm,USD,10-y Bond Auction,Medium,1.72|2.5,,1.52|2.4,2022-01-12 13:01:00
2022-01-12,2:00pm,USD,Beige Book,Non-economic,,,,2022-01-12 14:00:00
2022-01-12,2:00pm,USD,Federal Budget Balance,Non-economic,-21.3B,-5.8B,-191.3B,2022-01-12 14:00:00
2022-01-12,4:45pm,NZD,Building Consents m/m,Non-economic,0.6%,,-2.1%,2022-01-12 16:45:00
2022-01-12,6:50pm,JPY,M2 Money Stock y/y,Non-economic,3.7%,3.9%,4.0%,2022-01-12 18:50:00
2022-01-13,12:58am,JPY,Prelim Machine Tool Orders y/y,Non-economic,40.5%,,64.0%,2022-01-13 00:58:00
2022-01-13,2:03am,CNY,Foreign Direct Investment ytd/y,Non-economic,14.9%,,15.9%,2022-01-13 02:03:00
2022-01-13,3:45am,GBP,MPC Member Mann Speaks,Non-economic,,,,2022-01-13 03:45:00
2022-01-13,4:00am,EUR,ECB Economic Bulletin,Non-economic,,,,2022-01-13 04:00:00
2022-01-13,4:00am,EUR,Italian Industrial Production m/m,Non-economic,1.9%,0.4%,-0.5%,2022-01-13 04:00:00
2022-01-13,4:30am,GBP,BOE Credit Conditions Survey,Non-economic,,,,2022-01-13 04:30:00
2022-01-13,Tentative,GBP,10-y Bond Auction,Non-economic,,,,2022-01-13 00:00:00
2022-01-13,8:30am,USD,PPI m/m,High,0.2%,0.4%,0.8%,2022-01-13 08:30:00
2022-01-13,8:30am,USD,Core PPI m/m,Medium,0.5%,0.5%,0.7%,2022-01-13 08:30:00
2022-01-13,8:30am,USD,Unemployment Claims,Medium,230K,199K,207K,2022-01-13 08:30:00
2022-01-13,10:00am,USD,FOMC Member Brainard Speaks,Medium,,,,2022-01-13 10:00:00
2022-01-13,10:30am,USD,Natural Gas Storage,Non-economic,-179B,-175B,-31B,2022-01-13 10:30:00
2022-01-13,1:01pm,USD,30-y Bond Auction,Medium,2.08|2.4,,1.90|2.2,2022-01-13 13:01:00
2022-01-13,6:50pm,JPY,PPI y/y,Non-economic,8.5%,8.8%,9.2%,2022-01-13 18:50:00
2022-01-13,9:58pm,CNY,USD-Denominated Trade Balance,Non-economic,94.5B,73.9B,71.7B,2022-01-13 21:58:00
2022-01-13,10:08pm,CNY,Trade Balance,Non-economic,605B,454B,461B,2022-01-13 22:08:00
2022-01-14,2:00am,GBP,Construction Output m/m,Non-economic,3.5%,0.6%,-1.7%,2022-01-14 02:00:00
2022-01-14,2:00am,GBP,GDP m/m,Non-economic,0.9%,0.4%,0.2%,2022-01-14 02:00:00
2022-01-14,2:00am,GBP,Goods Trade Balance,Non-economic,-11.3B,-14.3B,-11.8B,2022-01-14 02:00:00
2022-01-14,2:00am,GBP,Index of Services 3m/3m,Non-economic,1.3%,1.1%,1.2%,2022-01-14 02:00:00
2022-01-14,2:00am,GBP,Industrial Production m/m,Non-economic,1.0%,0.2%,-0.5%,2022-01-14 02:00:00
2022-01-14,2:00am,GBP,Manufacturing Production m/m,Non-economic,1.1%,0.2%,0.1%,2022-01-14 02:00:00
2022-01-14,2:45am,EUR,French Final CPI m/m,Non-economic,0.2%,0.2%,0.2%,2022-01-14 02:45:00
2022-01-14,2:45am,EUR,French Gov Budget Balance,Non-economic,-181.0B,,-171.6B,2022-01-14 02:45:00
2022-01-14,5:00am,EUR,Trade Balance,Non-economic,-1.3B,1.5B,1.8B,2022-01-14 05:00:00
2022-01-14,8:15am,EUR,ECB President Lagarde Speaks,Medium,,,,2022-01-14 08:15:00
2022-01-14,8:30am,USD,Core Retail Sales m/m,High,-2.3%,0.2%,0.1%,2022-01-14 08:30:00
2022-01-14,8:30am,USD,Retail Sales m/m,High,-1.9%,0.0%,0.2%,2022-01-14 08:30:00
2022-01-14,8:30am,USD,Import Prices m/m,Non-economic,-0.2%,0.2%,0.7%,2022-01-14 08:30:00
2022-01-14,9:15am,USD,Industrial Production m/m,Medium,-0.1%,0.2%,0.7%,2022-01-14 09:15:00
2022-01-14,9:15am,USD,Capacity Utilization Rate,Non-economic,76.5%,77.1%,76.6%,2022-01-14 09:15:00
2022-01-14,9:30am,GBP,CB Leading Index m/m,Non-economic,0.2%,,0.1%,2022-01-14 09:30:00
2022-01-14,9:57am,GBP,NIESR GDP Estimate,Non-economic,1.2%,,1.1%,2022-01-14 09:57:00
2022-01-14,10:00am,USD,Prelim UoM Consumer Sentiment,Medium,68.8,70.0,70.6,2022-01-14 10:00:00
2022-01-14,10:00am,USD,Business Inventories m/m,Non-economic,1.3%,1.3%,1.3%,2022-01-14 10:00:00
2022-01-14,10:00am,USD,Prelim UoM Inflation Expectations,Non-economic,4.9%,,4.8%,2022-01-14 10:00:00
2022-01-14,11:00am,USD,FOMC Member Williams Speaks,Non-economic,,,,2022-01-14 11:00:00
2022-01-14,8:30pm,CNY,New Home Prices m/m,Non-economic,-0.28%,,-0.33%,2022-01-14 20:30:00
2022-01-16,6:50pm,JPY,Core Machinery Orders m/m,Non-economic,3.4%,1.3%,3.8%,2022-01-16 18:50:00
2022-01-16,7:01pm,GBP,Rightmove HPI m/m,Non-economic,0.3%,,-0.7%,2022-01-16 19:01:00
2022-01-16,9:00pm,CNY,GDP q/y,High,4.0%,3.3%,4.9%,2022-01-16 21:00:00
2022-01-16,9:00pm,CNY,Retail Sales y/y,Medium,1.7%,3.8%,3.9%,2022-01-16 21:00:00
2022-01-16,9:00pm,CNY,Fixed Asset Investment ytd/y,Non-economic,4.9%,4.9%,5.2%,2022-01-16 21:00:00
2022-01-16,9:00pm,CNY,Industrial Production y/y,Non-economic,4.3%,3.7%,3.8%,2022-01-16 21:00:00
2022-01-16,9:00pm,CNY,NBS Press Conference,Non-economic,,,,2022-01-16 21:00:00
2022-01-16,9:00pm,CNY,Unemployment Rate,Non-economic,5.1%,5.0%,5.0%,2022-01-16 21:00:00
2022-01-16,11:30pm,JPY,Tertiary Industry Activity m/m,Non-economic,0.4%,1.1%,1.9%,2022-01-16 23:30:00
2022-01-17,Day 1,All,WEF Annual Meetings,Medium,,,,2022-01-17 00:00:00
2022-01-17,All Day,EUR,Eurogroup Meetings,Non-economic,,,,2022-01-17 00:00:00
2022-01-17,All Day,USD,Bank Holiday,Low,,,,2022-01-17 00:00:00
2022-01-17,8:30am,CAD,Foreign Securities Purchases,Non-economic,30.15B,23.50B,22.30B,2022-01-17 08:30:00
2022-01-17,8:30am,CAD,Manufacturing Sales m/m,Non-economic,2.6%,1.7%,4.6%,2022-01-17 08:30:00
2022-01-17,10:30am,CAD,BOC Business Outlook Survey,Medium,,,,2022-01-17 10:30:00
2022-01-17,4:00pm,NZD,NZIER Business Confidence,Non-economic,-28,,-11,2022-01-17 16:00:00
2022-01-17,9:45pm,JPY,BOJ Outlook Report,High,,,,2022-01-17 21:45:00
2022-01-17,9:45pm,JPY,Monetary Policy Statement,Medium,,,,2022-01-17 21:45:00
2022-01-17,9:45pm,JPY,BOJ Policy Rate,Non-economic,-0.10%,-0.10%,-0.10%,2022-01-17 21:45:00
2022-01-17,11:30pm,JPY,Revised Industrial Production m/m,Non-economic,7.0%,7.2%,7.2%,2022-01-17 23:30:00
2022-01-18,1:30am,JPY,BOJ Press Conference,Medium,,,,2022-01-18 01:30:00
2022-01-18,2:00am,GBP,Average Earnings Index 3m/y,Non-economic,4.2%,4.2%,4.9%,2022-01-18 02:00:00
2022-01-18,2:00am,GBP,Claimant Count Change,Non-economic,-43.3K,-38.6K,-95.1K,2022-01-18 02:00:00
2022-01-18,2:00am,GBP,Unemployment Rate,Non-economic,4.1%,4.2%,4.2%,2022-01-18 02:00:00
2022-01-18,2:30am,CHF,PPI m/m,Non-economic,-0.1%,0.4%,0.5%,2022-01-18 02:30:00
2022-01-18,4:00am,EUR,Italian Trade Balance,Non-economic,4.16B,4.23B,3.89B,2022-01-18 04:00:00
2022-01-18,Day 2,All,WEF Annual Meetings,Medium,,,,2022-01-18 00:00:00
2022-01-18,5:00am,EUR,ZEW Economic Sentiment,Medium,49.4,29.2,26.8,2022-01-18 05:00:00
2022-01-18,5:00am,EUR,German ZEW Economic Sentiment,Medium,51.7,32.1,29.9,2022-01-18 05:00:00
2022-01-18,All Day,EUR,ECOFIN Meetings,Non-economic,,,,2022-01-18 00:00:00
2022-01-18,8:13am,CAD,Housing Starts,Non-economic,236K,268K,304K,2022-01-18 08:13:00
2022-01-18,8:30am,USD,Empire State Manufacturing Index,Medium,-0.7,25.0,31.9,2022-01-18 08:30:00
2022-01-18,9:25am,NZD,GDT Price Index,Non-economic,4.6%,,0.3%,2022-01-18 09:25:00
2022-01-18,10:00am,USD,NAHB Housing Market Index,Non-economic,83,84,84,2022-01-18 10:00:00
2022-01-18,4:00pm,USD,TIC Long-Term Purchases,Non-economic,137.4B,37.6B,7.1B,2022-01-18 16:00:00
2022-01-18,6:30pm,AUD,Westpac Consumer Sentiment,Non-economic,-2.0%,,-1.0%,2022-01-18 18:30:00
2022-01-19,2:00am,EUR,German Final CPI m/m,Non-economic,0.5%,0.5%,0.5%,2022-01-19 02:00:00
2022-01-19,2:00am,GBP,CPI y/y,High,5.4%,5.2%,5.1%,2022-01-19 02:00:00
2022-01-19,2:00am,GBP,Core CPI y/y,Non-economic,4.2%,3.9%,4.0%,2022-01-19 02:00:00
2022-01-19,2:00am,GBP,PPI Input m/m,Non-economic,-0.2%,0.6%,1.5%,2022-01-19 02:00:00
2022-01-19,2:00am,GBP,PPI Output m/m,Non-economic,0.3%,0.6%,1.0%,2022-01-19 02:00:00
2022-01-19,2:00am,GBP,RPI y/y,Non-economic,7.5%,7.1%,7.1%,2022-01-19 02:00:00
2022-01-19,4:00am,EUR,Current Account,Non-economic,23.6B,20.3B,19.4B,2022-01-19 04:00:00
2022-01-19,Day 3,All,WEF Annual Meetings,Medium,,,,2022-01-19 00:00:00
2022-01-19,4:30am,GBP,HPI y/y,Non-economic,10.0%,10.0%,9.8%,2022-01-19 04:30:00
2022-01-19,8:30am,CAD,CPI m/m,High,-0.1%,-0.1%,0.2%,2022-01-19 08:30:00
2022-01-19,8:30am,CAD,Common CPI y/y,Medium,2.1%,2.1%,2.0%,2022-01-19 08:30:00
2022-01-19,8:30am,CAD,Median CPI y/y,Medium,3.0%,2.9%,2.8%,2022-01-19 08:30:00
2022-01-19,8:30am,CAD,Trimmed CPI y/y,Medium,3.7%,3.4%,3.4%,2022-01-19 08:30:00
2022-01-19,8:30am,CAD,Wholesale Sales m/m,Non-economic,3.5%,2.8%,1.4%,2022-01-19 08:30:00
2022-01-19,8:30am,USD,Building Permits,Non-economic,1.87M,1.71M,1.71M,2022-01-19 08:30:00
2022-01-19,8:30am,USD,Housing Starts,Non-economic,1.70M,1.65M,1.68M,2022-01-19 08:30:00
2022-01-19,8:32am,CAD,Core CPI m/m,Non-economic,0.0%,,0.0%,2022-01-19 08:32:00
2022-01-19,9:15am,GBP,BOE Gov Bailey Speaks,High,,,,2022-01-19 09:15:00
2022-01-19,10:30am,AUD,CB Leading Index m/m,Non-economic,0.4%,,0.3%,2022-01-19 10:30:00
2022-01-19,4:30pm,USD,API Weekly Statistical Bulletin,Non-economic,,,,2022-01-19 16:30:00
